"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"184","2025-02-04T10:13:47.767+01:00","2025-02-04T10:13:47.767+01:00",1,"swiss.ricardo.iphone","rt.udmserve.net","",2,1,"AppInitiated"
"185","2025-02-04T10:13:50.509+01:00","2025-02-06T10:25:38.761+01:00",2,"swiss.ricardo.iphone","crashlyticsreports-pa.googleapis.com","Google LLC",1,1,"AppInitiated"
"186","2025-02-06T10:26:11.046+01:00","2025-02-06T10:26:11.046+01:00",1,"swiss.ricardo.iphone","reporting.aatkit.com","",2,1,"AppInitiated"
"187","2025-02-06T10:25:22.174+01:00","2025-02-06T10:25:22.174+01:00",1,"swiss.ricardo.iphone","ib.adnxs-simple.com","",2,1,"AppInitiated"
"188","2025-02-06T13:30:34.606+01:00","2025-02-06T13:30:34.606+01:00",1,"swiss.ricardo.iphone","pixel.rubiconproject.com","Magnite, Inc.",1,1,"AppInitiated"
"189","2025-02-10T10:17:45.121+01:00","2025-02-15T12:17:19.542+01:00",6,"swiss.ricardo.iphone","mobile-events.eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"190","2025-02-10T10:17:45.147+01:00","2025-02-15T12:17:19.586+01:00",5,"swiss.ricardo.iphone","me-client.eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"191","2025-02-10T10:17:45.149+01:00","2025-02-16T17:16:48.636+01:00",69,"swiss.ricardo.iphone","firebaselogging-pa.googleapis.com","Google LLC",1,1,"AppInitiated"
"192","2025-02-10T10:17:45.386+01:00","2025-02-16T17:11:59.861+01:00",23,"swiss.ricardo.iphone","rules2.aatkit.com","",2,1,"AppInitiated"
"193","2025-02-10T10:17:45.384+01:00","2025-02-16T15:24:45.790+01:00",15,"swiss.ricardo.iphone","login.ricardo.ch","",2,1,"AppInitiated"
"194","2025-02-10T10:17:45.392+01:00","2025-02-16T17:16:48.642+01:00",57,"swiss.ricardo.iphone","eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"195","2025-02-10T10:17:45.074+01:00","2025-02-16T15:24:45.630+01:00",5,"swiss.ricardo.iphone","firebase-settings.crashlytics.com","Google LLC",1,1,"AppInitiated"
"196","2025-02-10T10:17:45.717+01:00","2025-02-16T15:24:45.841+01:00",35,"swiss.ricardo.iphone","img.ricardostatic.ch","",2,1,"AppInitiated"
"197","2025-02-10T10:17:45.161+01:00","2025-02-15T12:17:19.601+01:00",5,"swiss.ricardo.iphone","googleads.g.doubleclick.net","Google LLC",1,1,"AppInitiated"
"198","2025-02-10T10:17:54.156+01:00","2025-02-16T17:04:12.533+01:00",20,"swiss.ricardo.iphone","app-analytics-services.com","",2,1,"AppInitiated"
"199","2025-02-10T10:17:45.388+01:00","2025-02-16T15:24:45.778+01:00",15,"swiss.ricardo.iphone","mobile-sdk-config.gservice.emarsys.net","",2,1,"AppInitiated"
"200","2025-02-10T10:17:45.135+01:00","2025-02-16T17:16:48.631+01:00",39,"swiss.ricardo.iphone","firebaseremoteconfigrealtime.googleapis.com","",2,1,"AppInitiated"
"201","2025-02-10T10:17:45.407+01:00","2025-02-16T15:24:45.743+01:00",15,"swiss.ricardo.iphone","launches.appsflyer.com","AppsFlyer",1,1,"AppInitiated"
